course_id,lo_code,content_vn,content_en
CO3083,L.O.4.1,Lý thuyết mã hóa sửa lỗi,Error Correcting Codes
CO3083,L.O.4.2,"Các hệ mã McEliece, Niederreiter, CFS,…","Cryptographic Applications: McEliece, Niederreiter, CFS,…"
CO3083,L.O.5.1,Phân phối khóa lượng tử,Quantum key distribution
CO3083,L.O.5.2,Trao đổi khóa bí mật lượng tử,Quantum secret sharing
CO3083,L.O.5.3,Giao thức tạo lập cam kết lượng tử,Quantum bit commitment
CO3085,L.O.1,Hiểu cấu trúc của hệ thống xử lý ngôn ngữ tự nhiên; các ứng dụng; cách đánh gía hệ thống hiểu NNTN,Understand the structure of natural language processing systems; applications; how to evaluate the system of understanding NTNN
CO3085,L.O.2.1,Có kiến thức cơ sở về cú pháp tiếng Anh,Basic knowledge of English syntax
CO3085,L.O.2.2,Có kiến thức cơ bản về Văn phạm và phân tích cú pháp,Basic knowledge of grammar and parsing
CO3085,L.O.2.3,Có kiến thức Nét và văn phạm gia tố,Knowledge of Features and Augmented Grammar
CO3085,L.O.2.4,Có kiến thức để tạo ra văn phạm cho ngôn ngữ tự nhiên và biết phương pháp phân tích cú pháp,Knowledge to generate grammars for natural language and parsing methods
CO3085,L.O.2.5,Có kiến thức lý thuyết xác suất để giải quyết nhập nhằng các từ trong câu,Knowledge of probability theory to resolve ambiguity of words in sentence level
CO3085,L.O.3.1,Có kiến thức về ngôn ngữ dạng luận lý và cách tạo dạng luận lý đơn giản,Knowledge of logical form language and how to create simple logical form
CO3085,L.O.3.2,Có kiến thức tạo tự động diễn dịch ngữ nghĩa cho các câu trong ngôn ngữ tự nhiên,Knowledge to create automatic semantic interpretation for sentences in natural language
CO3085,L.O.3.3,Biết các phương pháp giải quyết nhập nhằng ngữ nghĩa của câu trên cơ sở Cơ sở tri thức và thống kê,Know methods of solving ambiguity of sentences based on knowledge and statistics
CO3085,L.O.3.4,"Sủ dụng các phương pháp khác để diễn dịch ngữ nghĩa: Quan hệ văn phạm, Văn phạm ngữ nghĩa","To use other methods for semantic interpretation: Grammatical relations, Semantic grammar"
CO3085,L.O.4.1,"Sử dụng lý thuyết về Suy diễn và biểu diễn tri thức, để xây dựng hệ thống hỏi đáp đơn giản trong ngôn ngữ tự nhiên",Using theory of Inference and knowledge representation to build a simple question and answering system in natural language
CO3085,L.O.4.2,Có kiến thức về ngữ cảnh diễn ngôn cục bộ và sự tham chiếu,Knowledge of Local discourse context and reference
CO3089,L.O.1,Biết được các vấn đề khoa học máy tính mang tính thời sự trong thời điểm hiện tại,Be aware of contemporary issues in computer science
CO3089,L.O.2,Có khả năng viết một báo cáo khoa học và thuyết trình với giảng viên và bạn học.,Conduct scientific report and make presentation to instructors and classmate
CO3089,L.O.3,Sử dụng các công cụ cần thiết để hiện thực giải pháp cho các vấn đề khoa học đã học,Use appropriate tools for solving learnt problems
CO3115,L.O.1.1,Xác định các kiểu hệ thống máy tính cơ bản.,The basic types of computer-based systems
CO3115,L.O.1.2,Nhận ra nhiều vai trò của người phân tích hệ thống.,Realize the many roles of the systems analyst
CO3115,L.O.1.3,Nắm các bước của vòng đời phát triển phần mềm.,The steps of the System Development Life Cycle (SDLC)
CO3115,L.O.1.4,Hiểu về các công cụ hỗ trợ người phân tích hoàn thành công việc của họ.,Understand what CASE tools are and how they help a systems analyst
CO3115,L.O.2.1,Hiểu cách thức dự án được khởi tạo và lựa chọn.,Understand how projects are initiated and selected.
CO3115,L.O.2.2,Xác định vấn đề nghiệp vụ và tính khả thi của dự án.,Define a business problem and determine the feasibility of a proposed project.
CO3115,L.O.2.3,Lập kế hoạch dự án bằng cách xác định các hoạt động và lên kế hoạch cho chúng.,Plan a project by identifying activities and scheduling them.
CO3115,L.O.2.4,Quản trị dự án,Project management
CO3115,L.O.2.5,Hiểu cách phát triển phần mềm Agile.,Understand the Agile approach
CO3115,L.O.3.1,Các giai đoạn phân tích hệ thống,Undertanding the phases of system analysis.
CO3115,L.O.3.2,Các phương pháp phát triển hệ thống,Software development methodologies.
CO3115,L.O.3.3,Các phương pháp thu thập yêu cầu,Information gathering methods
CO3115,L.O.3.4,Lập tài liệu,Documenting systems.
CO3115,L.O.3.5,Sơ đồ dòng dữ liệu,Dataflow diagrams
CO3115,L.O.3.6,Từ điển dữ liệu,Data dictionaries.
CO3115,L.O.3.7,Các công cụ mô tả quá trình,Process specifications tools.
CO3115,L.O.3.8,Mô hình luận lý và vật lý,Logical model and physical model
CO3115,L.O.3.9,Đánh giá các giải pháp phần mềm,Evaluating system proposals.
CO3115,L.O.4.1,"Thiết kế giao diện người dùng, nhập và xuất.","Designing user interface, effective input and output."
CO3115,L.O.4.2,Thiết kế dữ liệu,Designing data
CO3115,L.O.4.3,Thiết kế hệ cơ sở dữ liệu,Designing database
CO3115,L.O.4.4,Các mô hình cơ sở dữ liệu,Database models
CO3115,L.O.4.5,Kiến trúc khách / chủ,The client/server architecture
CO3115,L.O.4.6,Kiến trúc 3 lớp,The three-tier architecture
CO3115,L.O.5.1,Các sơ đồ sử dụng trong phân tích thiết kế hướng đối tượng,Diagrams in object-oriented systems analysis and design
CO3115,L.O.5.2,Mô hình hóa dữ liệu quan hệ hướng đối tượng,Model the relationship data in the object-oriented world
CO3115,L.O.6.1,Bảo đảm chất lượng,Quality assurance
CO3115,L.O.6.2,Kiểm tra ứng dụng,Testing software
CO3115,L.O.6.3,Lập tài liệu,Documenting software
CO3115,L.O.6.4,Môi trường kiểm tra và vận hành,Testing and maintenance environment
CO3115,L.O.6.5,Đào tạo,Training
CO3115,L.O.6.6,Thay đổi hệ thống cũ sang hệ thống mới,Conversion strategies
CO3115,L.O.7.1,Các hoạt động hỗ trợ người dùng,Supporting activities.
CO3115,L.O.7.2,Các hoạt động bảo trì,Maintaining activities
CO3115,L.O.7.3,Quản lý vận hành và hỗ trợ hệ thống,Operating and supporting system management
CO3115,L.O.7.4,Quản lý hiệu suất hệ thống,System performance management
CO3115,L.O.7.5,Hệ thống bị lỗi thời,Define outdated system
CO3117,L.O.1,Hiểu biết các khái niệm và nguyên lý cơ bản của Học Máy.,Understand the basic concepts and principles of Machine Learning.
CO3117,L.O.2,Hiểu biết ý tưởng cơ bản và chi tiết giải thuật của các phương pháp học máy phổ biến.,Understand the basic idea and algorithmic details of popular machine learning methods.
CO3117,L.O.3,Vận dụng được các phương pháp học máy phổ biến vào các bài toán thực tế.,Apply popular machine learning methods to real-world problems.
CO4025,L.O.1.1,Hiểu biết một số khái niệm cơ bản về cấu trúc của các mạng xã hội.,Understand some basic concepts about the structure of social networks.
CO4025,L.O.1.2,Hiểu biết một số quy luật tiến hoá cơ bản về cấu trúc của các mạng xã hội.,Understand some basic evolutionary laws of the structure of social networks.
CO4025,L.O.2.1,Hiểu biết một số khái niệm cơ bản trong lý thuyết trò chơi.,Understand some basic concepts in game theory.
CO4025,L.O.2.2,Hiểu biết một số nguyên lý cơ bản trong lý thuyết trò chơi.,Understand some basic principles in game theory.
CO4025,L.O.3.1,Hiểu biết một số khái niệm cơ bản trong lý thuyết trò chơi tiến hoá.,Understand some basic concepts in evolutionary game theory.
CO4025,L.O.3.2,Hiểu biết một số nguyên lý cơ bản trong lý thuyết trò chơi tiến hoá.,Understand some basic principles in evolutionary game theory.
CO4025,L.O.4.1,Hiểu biết một số khái niệm cơ bản về cấu trúc trên WWW.,Understand some basic concepts of structure on WWW.
CO4025,L.O.4.2,Hiểu biết một số phương pháp tìm kiếm thông tin trên WWW.,Understand some methods of finding information on the WWW.
CO4025,L.O.5,"Ứng dụng được lý thuyết đồ thị, lý thuyết trò chơi, nguyên lý tương tác trong các mạng xã hội và thông tin, để phân tích cấu trúc, hành vi, hiện tượng và sự tiến hoá của các mạng xã hội thực tế và WWW, và để mô hình hoá một số vấn đề trong kinh tế, xã hội, và y tế.","Apply graph theory, game theory, interaction principles in social and information networks, to analyze the structure, behavior, phenomena and evolution of real social networks and WWW. , and to model a number of economic, social, and health problems."
CO4031,L.O.1.1,Giải thích được các khái niệm cơ bản về kho dữ liệu và hệ hỗ trợ ra quyết định,Explain basic concepts in DW and DSS
CO4031,L.O.1.2,Nêu ví dụ thực tế về kho dữ liệu và hệ hỗ trợ ra quyết định,Provide examples/case studies about DW and DSS
CO4031,L.O.2.1,Giải thích các kiến trúc kho dữ liệu,Explain basic concepts in DW and DSS
CO4031,L.O.2.2,Xác định các vấn đề liên quan thiết kế kho dữ liệu như chọn chiều dữ liệu và độ mịn,Identify the issues related to DW design such as dimension and granularity selection
CO4031,L.O.2.3,Giải thích các vấn đề về chuyển đổi dữ liệu,Explain data transformation tasks
CO4031,L.O.2.4,Lựa chọn các công nghệ phù hợp cho hệ thống kho dữ liệu trong ứng dụng thực tế,Select technologies appropriate for DW systems
CO4031,L.O.3.1,Nắm được các quy tắc cơ bản trong thiết kế kho dữ liệu,Describe principles and guidelines in DW design
CO4031,L.O.3.2,Nắm được vai trò của kho dữ liệu trong hệ hỗ trợ ra quyết định,Describe the role of DW in DSS
CO4031,L.O.4.1,Giải thích các khái niệm và đặc tính của các hệ thống hỗ trợ quản lý,Explain concepts and characteristics of MSS
CO4031,L.O.4.2,Trình bày lại mô hình hóa cho các hệ thống hỗ trợ quản lý,State modeling in MSS
CO4031,L.O.4.3,Giải thích được các giai đoạn chính trong ra quyết định,Explain main steps in decision making
CO4031,L.O.4.4,Giải thích các khái niệm và đặc tính của các hệ hỗ trợ ra quyết định,Explain concepts and characteristics of DSS
CO4031,L.O.4.5,Trình bày các loại hệ hỗ trợ ra quyết định,State DSS categories
CO4031,L.O.4.6,Minh họa quá trình mô hình hóa trong các hệ hỗ trợ ra quyết định,Demonstrate modeling in DSS
CO4031,L.O.5.1,"Giải thích được các nguyên tắc phân tích, thiết kế và hiện thực các hệ thống hỗ trợ ra quyết định","Explain main principles in DSS analysis, design, and implementation"
CO4031,L.O.5.2,"Phân tích, thiết kế, và hiện thực một hệ thống hỗ trợ ra quyết định đơn giản","Analyze, design, and implement a simple DSS"
CO4033,L.O.1.1,Giải thích được các khái niệm cơ bản về dữ liệu lớn,Explain basic concepts in big data
CO4033,L.O.1.2,Nêu ví dụ thực tế về các dữ liệu lớn,Case studies about big data
CO4033,L.O.2.1,Nắm được phương pháp tiền xử lý dữ liệu,Understand the preprocessing data methods
CO4033,L.O.2.2,Phân tích các kiến trúc lưu trữ dữ liệu lớn,Analysis of big data storage architectures
CO4033,L.O.2.3,Đánh giá các vấn đề liên quan đến dữ liệu lớn.,Evaluate issues related to big data
CO4033,L.O.3.1,Nắm được các mô hình phân tích,Understand the analytical models
CO4033,L.O.3.2,Có khả năng đánh giá các mô hình phân tích dữ liệu,Explain to evaluate data analysis models
CO4033,L.O.4.1,Các khái niệm và đặc tính của trí tuệ kinh doanh,Concepts and characteristics of bussiness inteligence
CO4033,L.O.4.2,Hiểu và đánh giá lợi ích của phân tích dữ liệu lớn hỗ trợ trong kinh doanh,Understand and evaluate the benefits of big data analytics support in business
CO4033,L.O.4.3,Hiểu các hỗ trợ của DBMS ngày nay trong trí tuệ kinh doanh,Understand the support of DBMS today in business intelligence
CO4033,L.O.5,Nắm rõ quy trình phân tích dữ liệu lớn và những hỗ trợ của nó trong kinh doanh và áp dụng vào trường hợp cụ thể.,Understand process of big data analysis and its support in business and apply in specific cases
CO4035,L.O.1.1,Hiểu được sự cần thiết của hệ thống ERP,Understand the essentials of ERP systems
CO4035,L.O.1.2,Hiểu được ưu nhược điểm của hệ thống ERP,Know advantages and disadvantages of ERP systems
CO4035,L.O.1.3,Biết được sự tiến hóa của kiến trúc ERP,Understand the evolution of ERP architecture
CO4035,L.O.1.4,"Làm quen với các thuật ngữ trong cơ sở dữ liệu quan hệ, mối quan hệ và các loại dữ liệu lưu trong cơ sở dữ liệu","Become familiar with relational database terminology, database relationships, and types of data stored in databases"
CO4035,L.O.1.5,Nhận diện các tiêu chuẩn lựa chọn giữa on-premise ERP và cloud ERP,Identify criteria for choosing between on-premise and cloud ERP
CO4035,L.O.2.1,Nhận diện các vấn đề đối với quy trình nghiệp,Identify types of problems with business processes
CO4035,L.O.2.2,Làm quen các ký hiệu trong bản đồ quy trình,Become familiar with process map symbols
CO4035,L.O.2.3,Phân biệt giữa BPI (business process improvement) và BPR (business process reengineering),Distinguish among business process improvement and business process reengineering
CO4035,L.O.2.4,Giải thích mối quan hệ giữa BPR và ERP,Explain the relationship between business process reengineering and ERP
CO4035,L.O.3.1,Nhận diện các yếu tố ảnh hưởng đến sự sẵn sàng trong việc xây dựng hệ thống ERP,Identify factors that affect an organization’s readiness for ERP
CO4035,L.O.3.2,Mô tả các hoạt động trong vòng đời ERP,Describe activities that take place in the the ERP life cycle
CO4035,L.O.3.3,Nhận ra các loại chi phí trong hệ thống ERP,Recognize the various cost components of an ERP system
CO4035,L.O.3.4,"Có khả năng phân tích, thiết kế một hệ thống ERP đơn giản",Ability to analyze and design a simple ERP
CO4035,L.O.4.1,Nắm được chức năng của hệ thống kế toán,Understand functionality in the Financial Accounting and Management Accounting modules
CO4035,L.O.4.2,Nắm được chức năng của hệ thống quản lý tài sản,Understand functionality in the Asset Management module
CO4035,L.O.4.3,Nắm được chức năng của hệ thống quản lý chi phí,Understand functionality in the Expense Management module
CO4035,L.O.4.4,Nắm được chức năng của hệ thống quản lý bán hàng,Understand functionality in the Sales module
CO4035,L.O.4.5,Nắm được chức năng của hệ thống quản lý quan hệ khách hàng,Understand functionality in the CRM module
CO4035,L.O.4.6,Nắm được chức năng của hệ thống quản lý chuỗi cung ứng,Understand functionality in the SCM module
CO4035,L.O.4.7,Nắm được chức năng của hệ thống quản lý nguồn nhân lực,Understand functionality in the HRM module
CO4035,L.O.5.1,Làm quen với khái niệm kiểm soát nội bộ,Become acquainted with the concept of internal control
CO4035,L.O.5.2,Phân biệt giữa kiểm soát tổng thể CNTT và kiểm soát ứng dụng,Differentiate between IT general and application controls
CO4037,L.O.1.1,Giải thích được các khái niệm cơ bản và vai trò của Hệ thống thông tin Quản lý,Explain basic concepts and the role of Management Information System
CO4037,L.O.1.2,Giải thích được vai trò và tầm ảnh hưởng của công nghệ trong Hệ thống thông tin Quản lý,Explain the role and impact of technology in Management Information System
CO4037,L.O.1.3,Nhận diện các đặc trưng của các hệ thống chính yếu trong doanh nghiệp,Recognize characteristics of main systems in business
CO4037,L.O.2.1,Quản trị dự án Hệ thống thông tin Quản lý,Manage MIS projects
CO4037,L.O.2.2,Phân tích hệ thống và các lựa chọn thay thế,Analyze MIS systems and alternatives
CO4037,L.O.3.1,Triển khai hệ thống,Deploy MISs
CO4037,L.O.3.2,Đánh giá hệ thống,Evaluate MISs
CO4037,L.O.4.1,Phân tích các vấn đề thực tiễn và thách thức chính trong Hệ thống thông tin Quản lý,Analyze real-world issues and main challenges in MIS
CO4037,L.O.4.2,Đề xuất giải pháp cho Hệ thống thông tin Quản lý,Propose solutions in MIS
CO4039,L.O.1,"Nhận dạng, hiểu, và phân tích được các yêu cầu về bảo mật sinh trắc. Nắm được những kiến thức cơ bản về các cơ chế, mô hình và kỹ thuật để giữ bí mật, bảo đảm tính toàn vẹn và sẵn sàng trong các hệ thống bảo mật sử dụng đặc trưng sinh trắc.",Define basic concepts commonly used in the area of biometric security
CO4039,L.O.2,Có các kỹ năng cơ bản để thiết kế và xây dựng một hệ thống bảo mật dùng đặc trưng sinh trắc,Have basic skills to design and implement the security needs for a biometric-based system
CO4039,L.O.3,Hiểu và phân tích được vai trò và tầm quan trọng không thể thiếu của bảo mật dùng đặc trưng sinh trắc trong những lĩnh vực ứng dụng mới.,Understand and analyze the role and importance of biometric security in modern applications
CO4039,L.O.4,Phát triển kỹ năng làm việc nhóm và giải quyết những vấn đề liên quan đến việc xây dựng một hệ thống bảo mật dùng đặc trưng sinh trắc,Develop teamwork skills and solve problems related to implement security needs of a biometric-based system
CO3335,L.O.1,Có thể xác định vai trò của mình trong một nhóm làm việc; quan hệ tốt với đồng nghiệp và mô tả được những đóng góp của mình trong nhóm,Learners will be able to classify their roles when working in a team; make good relationship with teammates and produce report about their contributions in a team
CO3335,L.O.2,Có thể trình bày ý tưởng với đồng nghiệp và người hướng dẫn; soạn được các email chuyên nghiệp và nhận biết mục tiêu của dự án,Learners will be able to make presentation to teammates and supervisors; produce professional emails and project deliverables
CO3335,L.O.3,Có thể nhận biết văn hóa của công ty; thể hiện thái độ làm việc trong tổ chức và thái độ tích cực,Learners will be able to recognize the company culture; illustrate organized working behaviors and positive attitudes
CO3335,L.O.4,Có thể tạo ra sản phẩm cho nhiệm vụ được giao,Learners will be able to produce products according to the tasks assigned
CO4029,L.O.1.1,Nhận diện và mô tả các yêu cầu kỹ thuật của các hệ thống cần thiết kế.,Identify and describe the technical requirements of digital systems.
CO4029,L.O.1.2,Xây dựng kế hoạch cho các giải pháp,Construct a plan for solutions
CO4029,L.O.1.3,Phân tích các vấn đề có thể gặp phải trong hệ thống cần thiết kế,Analyze problems in the systems
CO4029,L.O.1.4,Lựa chọn công cụ thích hợp cho thiết kế,Select the appropriate tools for design
CO4029,L.O.2.1,Thiết kế một ứng dụng với những ràng buộc đặt ra,Design a given application with required technical features
CO4029,L.O.2.2,Giải quyết các vấn đề gặp phải trong hệ thống cần thiết kế,"Select suitable tools for design, simuation"
CO4029,L.O.3.1,Thành lập Nhóm Hoạt động Hiệu quả,Plan and manage activities for a substantial hardware/software project
CO4029,L.O.3.2,Thực hành giao tiếp nhóm hiệu quả,Communicate technical concepts and material effectively. communicate effectively among the team members.
CO4029,L.O.3.3,Làm việc với giáo viên/người hướng dẫn hiệu quả,Work with their supervisor (industrial or Faculty staffs) to define completion criteria and quality requirements of the project.
CO4029,L.O.4,"Có khả năng tự học, tự giải quyết những vấn đề mới thông qua việc tự nghiên cứu dưới sự định hướng của giáo viên hướng dẫn","Ability to learn, solve new problems through self-study under the direction of instructor"
CO4337,L.O.1.1,Nhận diện và mô tả các yêu cầu kỹ thuật của các hệ thống cần thiết kế.,Identify and describe the technical requirements of digital systems.
CO4337,L.O.1.2,Xây dựng kế hoạch cho các giải pháp,Construct a plan for solutions
CO4337,L.O.1.3,Phân tích các vấn đề có thể gặp phải trong hệ thống cần thiết kế,Analyze problems in the systems
CO4337,L.O.1.4,Lựa chọn công cụ thích hợp cho thiết kế,Select the appropriate tools for design
CO4337,L.O.2.1,Thiết kế một ứng dụng với những ràng buộc đặt ra,Design a given application with required technical features
CO4337,L.O.2.2,Hiện thực ứng dụng đã thiết kế.,"Select suitable tools for design, simuation"
CO4337,L.O.2.3,Giải quyết các vấn đề gặp phải trong hệ thống cần thiết kế,Implement a given application with required technical features
CO4337,L.O.2.4,"Đánh giá được các yếu tố liên quan như hiệu suất, tính kinh tế, môi trường, an toàn, xã hội và chính trị",Solve problems in the systems
CO4337,L.O.3.1,Thành lập Nhóm Hoạt động Hiệu quả,Plan and manage activities for a substantial hardware/software project
CO4337,L.O.3.2,Thực hành giao tiếp nhóm hiệu quả,Communicate technical concepts and material effectively. communicate effectively among the team members.
CO4337,L.O.4,Trình bày kết quả bằng lời và bằng tài liệu báo cáo,Present results orally and in reporting documents
CO4337,L.O.5.1,Nêu được ý nghĩa thực tiễn và/hoặc ý nghĩa khoa học của luận án,State the practical and/or scientific significance of the thesis
CO4337,L.O.5.2,Nêu được ý thức tiết kiệm năng lượng,State the awareness of energy saving
CO4337,L.O.5.3,Nêu được vấn đề liên quan đến môi trường,State the problems relate to the environment
CO4337,L.O.6.1,"Có khả năng tự học, tự giải quyết những vấn đề mới thông qua việc tự nghiên cứu dưới sự định hướng của giáo viên hướng dẫn","Ability to self-study, self-solve new problems through self-study under the guidance of instructors"
CO4337,L.O.6.2,"Xem xét tác động xã hội, toàn cầu của giải pháp của đề tài thông qua báo cáo",Consider the global and social impact of the project's solution through the report
